date,team,opponent,goals_for,goals_against,match_type,tournament,country
2021-09-06,Ghana,South Africa,0,1,away,FIFA World Cup qualification,South Africa
2021-09-06,Central African Republic,Liberia,0,1,away,FIFA World Cup qualification,Cameroon
2021-09-06,Niger,Djibouti,4,2,away,FIFA World Cup qualification,Morocco
2021-09-06,Cameroon,Ivory Coast,1,2,away,FIFA World Cup qualification,Ivory Coast
2021-09-07,Saudi Arabia,Oman,1,0,away,FIFA World Cup qualification,Oman
2021-09-07,Serbia,Republic of Ireland,1,1,away,FIFA World Cup qualification,Republic of Ireland
2021-09-07,Portugal,Azerbaijan,3,0,away,FIFA World Cup qualification,Azerbaijan
2021-09-07,Kazakhstan,Bosnia and Herzegovina,2,2,away,FIFA World Cup qualification,Bosnia and Herzegovina
2021-09-07,Finland,France,0,2,away,FIFA World Cup qualification,France
2021-09-07,Moldova,Faroe Islands,1,2,away,FIFA World Cup qualification,Faroe Islands
2021-09-07,Scotland,Austria,1,0,away,FIFA World Cup qualification,Austria
2021-09-07,Israel,Denmark,0,5,away,FIFA World Cup qualification,Denmark
2021-09-07,Turkey,Netherlands,1,6,away,FIFA World Cup qualification,Netherlands
2021-09-07,Gibraltar,Norway,1,5,away,FIFA World Cup qualification,Norway
2021-09-07,Slovenia,Croatia,0,3,away,FIFA World Cup qualification,Croatia
2021-09-07,Cyprus,Slovakia,0,2,away,FIFA World Cup qualification,Slovakia
2021-09-07,Malta,Russia,0,2,away,FIFA World Cup qualification,Russia
2021-09-07,Australia,Vietnam,1,0,away,FIFA World Cup qualification,Vietnam
2021-09-07,Latvia,Montenegro,0,0,away,FIFA World Cup qualification,Montenegro
2021-09-07,Japan,China,1,0,away,FIFA World Cup qualification,Qatar
2021-09-07,Bangladesh,Kyrgyzstan,1,4,away,Three Nations Cup,Kyrgyzstan
2021-09-07,Lebanon,South Korea,0,1,away,FIFA World Cup qualification,South Korea
2021-09-07,Jordan,Bahrain,2,1,away,Friendly,Bahrain
2021-09-07,Burundi,Comoros,0,1,away,Friendly,Comoros
2021-09-07,Iran,Iraq,3,0,away,FIFA World Cup qualification,Qatar
2021-09-07,Algeria,Burkina Faso,1,1,away,FIFA World Cup qualification,Morocco
2021-09-07,Tunisia,Zambia,2,0,away,FIFA World Cup qualification,Zambia
2021-09-07,Mauritania,Equatorial Guinea,0,1,away,FIFA World Cup qualification,Equatorial Guinea
2021-09-07,Nigeria,Cape Verde,2,1,away,FIFA World Cup qualification,Cape Verde
2021-09-07,Qatar,Luxembourg,1,1,away,Friendly,Luxembourg
2021-09-07,Libya,Angola,1,0,away,FIFA World Cup qualification,Angola
2021-09-07,Zimbabwe,Ethiopia,0,1,away,FIFA World Cup qualification,Ethiopia
2021-09-07,Senegal,Congo,3,1,away,FIFA World Cup qualification,Congo
2021-09-07,Guinea-Bissau,Sudan,4,2,away,FIFA World Cup qualification,Sudan
2021-09-07,Madagascar,Tanzania,2,3,away,FIFA World Cup qualification,Tanzania
2021-09-07,United Arab Emirates,Syria,1,1,away,FIFA World Cup qualification,Jordan
2021-09-07,Mozambique,Malawi,0,1,away,FIFA World Cup qualification,South Africa
2021-09-08,England,Poland,1,1,away,FIFA World Cup qualification,Poland
2021-09-08,United States,Honduras,4,1,away,FIFA World Cup qualification,Honduras
2021-09-08,El Salvador,Canada,0,3,away,FIFA World Cup qualification,Canada
2021-09-08,Mexico,Panama,1,1,away,FIFA World Cup qualification,Panama
2021-09-08,Jamaica,Costa Rica,1,1,away,FIFA World Cup qualification,Costa Rica
2021-09-08,Romania,North Macedonia,0,0,away,FIFA World Cup qualification,North Macedonia
2021-09-08,Liechtenstein,Armenia,1,1,away,FIFA World Cup qualification,Armenia
2021-09-08,Germany,Iceland,4,0,away,FIFA World Cup qualification,Iceland
2021-09-08,San Marino,Albania,0,5,away,FIFA World Cup qualification,Albania
2021-09-08,Andorra,Hungary,1,2,away,FIFA World Cup qualification,Hungary
2021-09-08,Belgium,Belarus,1,0,away,FIFA World Cup qualification,Russia
2021-09-08,Ukraine,Czech Republic,1,1,away,Friendly,Czech Republic
2021-09-08,Nicaragua,Guatemala,2,2,away,Friendly,Guatemala
2021-09-08,Spain,Kosovo,2,0,away,FIFA World Cup qualification,Kosovo
2021-09-08,Georgia,Bulgaria,1,4,away,Friendly,Bulgaria
2021-09-08,Switzerland,Northern Ireland,0,0,away,FIFA World Cup qualification,Northern Ireland
2021-09-08,Lithuania,Italy,0,5,away,FIFA World Cup qualification,Italy
2021-09-08,Estonia,Wales,0,0,away,FIFA World Cup qualification,Wales
2021-09-08,Sweden,Greece,1,2,away,FIFA World Cup qualification,Greece
2021-09-09,Chile,Colombia,1,3,away,FIFA World Cup qualification,Colombia
2021-09-09,Venezuela,Paraguay,1,2,away,FIFA World Cup qualification,Paraguay
2021-09-09,Ecuador,Uruguay,0,1,away,FIFA World Cup qualification,Uruguay
2021-09-09,Bolivia,Argentina,0,3,away,FIFA World Cup qualification,Argentina
2021-09-09,Peru,Brazil,0,2,away,FIFA World Cup qualification,Brazil
2021-09-24,Guatemala,El Salvador,2,0,away,Friendly,United States
2021-09-30,Liberia,Egypt,0,2,away,Friendly,Egypt
2021-10-01,Bangladesh,Sri Lanka,1,0,away,SAFF Cup,Maldives
2021-10-01,Nepal,Maldives,1,0,away,SAFF Cup,Maldives
2021-10-04,Nepal,Sri Lanka,3,2,away,SAFF Cup,Maldives
2021-10-04,India,Bangladesh,1,1,away,SAFF Cup,Maldives
2021-10-06,Guinea,Sudan,1,1,away,FIFA World Cup qualification,Morocco
2021-10-06,Guinea-Bissau,Morocco,0,5,away,FIFA World Cup qualification,Morocco
2021-10-06,Curaçao,Bahrain,0,4,away,Friendly,Bahrain
2021-10-06,Malaysia,Jordan,0,4,away,Friendly,Jordan
2021-10-06,South Sudan,Sierra Leone,1,1,away,Friendly,Morocco
2021-10-06,Spain,Italy,2,1,away,UEFA Nations League,Italy
2021-10-07,Kenya,Mali,0,5,away,FIFA World Cup qualification,Morocco
2021-10-07,Madagascar,DR Congo,0,2,away,FIFA World Cup qualification,DR Congo
2021-10-07,Benin,Tanzania,1,0,away,FIFA World Cup qualification,Tanzania
2021-10-07,Bolivia,Ecuador,0,3,away,FIFA World Cup qualification,Ecuador
2021-10-07,Brazil,Venezuela,3,1,away,FIFA World Cup qualification,Venezuela
2021-10-07,Argentina,Paraguay,0,0,away,FIFA World Cup qualification,Paraguay
2021-10-07,Sri Lanka,India,0,0,away,SAFF Cup,Maldives
2021-10-07,Colombia,Uruguay,0,0,away,FIFA World Cup qualification,Uruguay
2021-10-07,Taiwan,Indonesia,1,2,away,AFC Asian Cup qualification,Thailand
2021-10-07,Bangladesh,Maldives,0,2,away,SAFF Cup,Maldives
2021-10-07,France,Belgium,3,2,away,UEFA Nations League,Italy
2021-10-07,Chile,Peru,0,2,away,FIFA World Cup qualification,Peru
2021-10-07,Central African Republic,Nigeria,1,0,away,FIFA World Cup qualification,Nigeria
2021-10-07,Uganda,Rwanda,1,0,away,FIFA World Cup qualification,Rwanda
2021-10-07,Iran,United Arab Emirates,1,0,away,FIFA World Cup qualification,United Arab Emirates
2021-10-07,Mauritania,Tunisia,0,3,away,FIFA World Cup qualification,Tunisia
2021-10-07,Zambia,Equatorial Guinea,0,2,away,FIFA World Cup qualification,Equatorial Guinea
2021-10-07,Canada,Mexico,1,1,away,FIFA World Cup qualification,Mexico
2021-10-07,Panama,El Salvador,0,1,away,FIFA World Cup qualification,El Salvador
2021-10-07,Jamaica,United States,0,2,away,FIFA World Cup qualification,United States
2021-10-07,Costa Rica,Honduras,0,0,away,FIFA World Cup qualification,Honduras
2021-10-07,Oman,Australia,1,3,away,FIFA World Cup qualification,Qatar
2021-10-07,Vietnam,China,2,3,away,FIFA World Cup qualification,United Arab Emirates
2021-10-07,Japan,Saudi Arabia,0,1,away,FIFA World Cup qualification,Saudi Arabia
2021-10-07,Cape Verde,Liberia,2,1,away,FIFA World Cup qualification,Ghana
2021-10-07,Syria,South Korea,1,2,away,FIFA World Cup qualification,South Korea
2021-10-07,Lebanon,Iraq,0,0,away,FIFA World Cup qualification,Qatar
2021-10-08,North Macedonia,Liechtenstein,4,0,away,FIFA World Cup qualification,Liechtenstein
2021-10-08,Niger,Algeria,1,6,away,FIFA World Cup qualification,Algeria
2021-10-08,Burkina Faso,Djibouti,4,0,away,FIFA World Cup qualification,Morocco
2021-10-08,Slovakia,Russia,0,1,away,FIFA World Cup qualification,Russia
2021-10-08,Mozambique,Cameroon,1,3,away,FIFA World Cup qualification,Cameroon
2021-10-08,Gabon,Angola,1,3,away,FIFA World Cup qualification,Angola
2021-10-08,Libya,Egypt,0,1,away,FIFA World Cup qualification,Egypt
2021-10-08,Ivory Coast,Malawi,3,0,away,FIFA World Cup qualification,South Africa
2021-10-08,Romania,Germany,1,2,away,FIFA World Cup qualification,Germany
2021-10-08,Norway,Turkey,1,1,away,FIFA World Cup qualification,Turkey
2021-10-08,Croatia,Cyprus,3,0,away,FIFA World Cup qualification,Cyprus
2021-10-08,Slovenia,Malta,4,0,away,FIFA World Cup qualification,Malta
2021-10-08,Netherlands,Latvia,1,0,away,FIFA World Cup qualification,Latvia
2021-10-08,Montenegro,Gibraltar,3,0,away,FIFA World Cup qualification,Gibraltar
2021-10-08,Belarus,Estonia,0,2,away,FIFA World Cup qualification,Estonia
2021-10-08,Wales,Czech Republic,2,2,away,FIFA World Cup qualification,Czech Republic
2021-10-08,Armenia,Iceland,1,1,away,FIFA World Cup qualification,Iceland
2021-10-09,Namibia,Senegal,1,4,away,FIFA World Cup qualification,Senegal
2021-10-09,South Africa,Ethiopia,3,1,away,FIFA World Cup qualification,Ethiopia
2021-10-09,Zimbabwe,Ghana,1,3,away,FIFA World Cup qualification,Ghana
2021-10-09,Congo,Togo,1,1,away,FIFA World Cup qualification,Togo
2021-10-09,Sudan,Guinea,2,2,away,FIFA World Cup qualification,Morocco
2021-10-09,San Marino,Poland,0,5,away,FIFA World Cup qualification,Poland
2021-10-09,Qatar,Portugal,0,3,away,Friendly,Portugal
2021-10-09,Malaysia,Uzbekistan,1,5,away,Friendly,Jordan
2021-10-09,Cambodia,Guam,1,0,away,AFC Asian Cup qualification,Bahrain
2021-10-09,Guinea-Bissau,Morocco,0,3,away,FIFA World Cup qualification,Morocco
2021-10-09,Sierra Leone,Gambia,2,1,away,Friendly,Morocco
2021-10-09,Albania,Hungary,1,0,away,FIFA World Cup qualification,Hungary
2021-10-09,New Zealand,Curaçao,2,1,away,Friendly,Bahrain
2021-10-09,Denmark,Moldova,4,0,away,FIFA World Cup qualification,Moldova
2021-10-09,Republic of Ireland,Azerbaijan,3,0,away,FIFA World Cup qualification,Azerbaijan
2021-10-09,Kosovo,Sweden,0,3,away,FIFA World Cup qualification,Sweden
2021-10-09,Greece,Georgia,2,0,away,FIFA World Cup qualification,Georgia
2021-10-09,Bulgaria,Lithuania,1,3,away,FIFA World Cup qualification,Lithuania
2021-10-09,England,Andorra,5,0,away,FIFA World Cup qualification,Andorra
2021-10-09,Serbia,Luxembourg,1,0,away,FIFA World Cup qualification,Luxembourg
2021-10-09,Ukraine,Finland,2,1,away,FIFA World Cup qualification,Finland
2021-10-09,Bosnia and Herzegovina,Kazakhstan,2,0,away,FIFA World Cup qualification,Kazakhstan
2021-10-09,Israel,Scotland,2,3,away,FIFA World Cup qualification,Scotland
2021-10-09,Austria,Faroe Islands,2,0,away,FIFA World Cup qualification,Faroe Islands
2021-10-09,Northern Ireland,Switzerland,0,2,away,FIFA World Cup qualification,Switzerland
2021-10-10,Peru,Bolivia,0,1,away,FIFA World Cup qualification,Bolivia
2021-10-10,France,Spain,2,1,away,UEFA Nations League,Italy
2021-10-10,Belgium,Italy,1,2,away,UEFA Nations League,Italy
2021-10-10,India,Nepal,1,0,away,SAFF Cup,Maldives
2021-10-10,Sri Lanka,Maldives,0,1,away,SAFF Cup,Maldives
2021-10-10,Paraguay,Chile,0,2,away,FIFA World Cup qualification,Chile
2021-10-10,Uruguay,Argentina,0,3,away,FIFA World Cup qualification,Argentina
2021-10-10,Ecuador,Venezuela,1,2,away,FIFA World Cup qualification,Venezuela
2021-10-10,Brazil,Colombia,0,0,away,FIFA World Cup qualification,Colombia
2021-10-10,DR Congo,Madagascar,0,1,away,FIFA World Cup qualification,Madagascar
2021-10-10,Mali,Kenya,1,0,away,FIFA World Cup qualification,Kenya
2021-10-10,Rwanda,Uganda,0,1,away,FIFA World Cup qualification,Uganda
2021-10-10,El Salvador,Costa Rica,1,2,away,FIFA World Cup qualification,Costa Rica
2021-10-10,Tanzania,Benin,1,0,away,FIFA World Cup qualification,Benin
2021-10-10,United States,Panama,0,1,away,FIFA World Cup qualification,Panama
2021-10-10,Honduras,Mexico,0,3,away,FIFA World Cup qualification,Mexico
2021-10-10,Canada,Jamaica,0,0,away,FIFA World Cup qualification,Jamaica
2021-10-10,Tunisia,Mauritania,0,0,away,FIFA World Cup qualification,Mauritania
2021-10-10,Nigeria,Central African Republic,2,0,away,FIFA World Cup qualification,Cameroon
2021-10-10,Liberia,Cape Verde,0,1,away,FIFA World Cup qualification,Cape Verde
2021-10-10,Equatorial Guinea,Zambia,1,1,away,FIFA World Cup qualification,Zambia
2021-10-11,Germany,North Macedonia,4,0,away,FIFA World Cup qualification,North Macedonia
2021-10-11,Indonesia,Taiwan,3,0,away,AFC Asian Cup qualification,Thailand
2021-10-11,Angola,Gabon,0,2,away,FIFA World Cup qualification,Gabon
2021-10-11,Malawi,Ivory Coast,1,2,away,FIFA World Cup qualification,Benin
2021-10-11,Cameroon,Mozambique,1,0,away,FIFA World Cup qualification,Morocco
2021-10-11,Djibouti,Burkina Faso,0,2,away,FIFA World Cup qualification,Morocco
2021-10-11,Armenia,Romania,0,1,away,FIFA World Cup qualification,Romania
2021-10-11,Liechtenstein,Iceland,0,4,away,FIFA World Cup qualification,Iceland
2021-10-11,Egypt,Libya,3,0,away,FIFA World Cup qualification,Libya
2021-10-11,Slovakia,Croatia,2,2,away,FIFA World Cup qualification,Croatia
2021-10-11,Malta,Cyprus,2,2,away,FIFA World Cup qualification,Cyprus
2021-10-11,Turkey,Latvia,2,1,away,FIFA World Cup qualification,Latvia
2021-10-11,Montenegro,Norway,0,2,away,FIFA World Cup qualification,Norway
2021-10-11,Gibraltar,Netherlands,0,6,away,FIFA World Cup qualification,Netherlands
2021-10-11,Wales,Estonia,1,0,away,FIFA World Cup qualification,Estonia
2021-10-11,Czech Republic,Belarus,2,0,away,FIFA World Cup qualification,Russia
2021-10-11,Russia,Slovenia,2,1,away,FIFA World Cup qualification,Slovenia
2021-10-12,Hungary,England,1,1,away,FIFA World Cup qualification,England
2021-10-12,Poland,Albania,1,0,away,FIFA World Cup qualification,Albania
2021-10-12,Algeria,Niger,4,0,away,FIFA World Cup qualification,Niger
2021-10-12,Ghana,Zimbabwe,1,0,away,FIFA World Cup qualification,Zimbabwe
2021-10-12,Ethiopia,South Africa,0,1,away,FIFA World Cup qualification,South Africa
2021-10-12,Senegal,Namibia,3,1,away,FIFA World Cup qualification,South Africa
2021-10-12,Uzbekistan,Jordan,0,3,away,Friendly,Jordan
2021-10-12,New Zealand,Bahrain,1,0,away,Friendly,Bahrain
2021-10-12,Moldova,Israel,1,2,away,FIFA World Cup qualification,Israel
2021-10-12,Qatar,Republic of Ireland,0,4,away,Friendly,Republic of Ireland
2021-10-12,Gambia,South Sudan,2,1,away,Friendly,Morocco
2021-10-12,Guam,Cambodia,1,2,away,AFC Asian Cup qualification,Bahrain
2021-10-12,Guinea,Morocco,1,4,away,FIFA World Cup qualification,Morocco
2021-10-12,Togo,Congo,2,1,away,FIFA World Cup qualification,Congo
2021-10-12,Austria,Denmark,0,1,away,FIFA World Cup qualification,Denmark
2021-10-12,Andorra,San Marino,3,0,away,FIFA World Cup qualification,San Marino
2021-10-12,Bosnia and Herzegovina,Ukraine,1,1,away,FIFA World Cup qualification,Ukraine
2021-10-12,Scotland,Faroe Islands,1,0,away,FIFA World Cup qualification,Faroe Islands
2021-10-12,South Korea,Iran,1,1,away,FIFA World Cup qualification,Iran
2021-10-12,Lebanon,Syria,3,2,away,FIFA World Cup qualification,Jordan
2021-10-12,Iraq,United Arab Emirates,2,2,away,FIFA World Cup qualification,United Arab Emirates
2021-10-12,Australia,Japan,1,2,away,FIFA World Cup qualification,Japan
2021-10-12,Vietnam,Oman,1,3,away,FIFA World Cup qualification,Oman
2021-10-12,China,Saudi Arabia,2,3,away,FIFA World Cup qualification,Saudi Arabia
2021-10-12,Azerbaijan,Serbia,1,3,away,FIFA World Cup qualification,Serbia
2021-10-12,Georgia,Kosovo,2,1,away,FIFA World Cup qualification,Kosovo
2021-10-12,Greece,Sweden,0,2,away,FIFA World Cup qualification,Sweden
2021-10-12,Northern Ireland,Bulgaria,1,2,away,FIFA World Cup qualification,Bulgaria
2021-10-12,Switzerland,Lithuania,4,0,away,FIFA World Cup qualification,Lithuania
2021-10-12,Finland,Kazakhstan,2,0,away,FIFA World Cup qualification,Kazakhstan
2021-10-12,Luxembourg,Portugal,0,5,away,FIFA World Cup qualification,Portugal
2021-10-13,Nepal,Bangladesh,1,1,away,SAFF Cup,Maldives
2021-10-13,India,Maldives,3,1,away,SAFF Cup,Maldives
2021-10-13,Mexico,El Salvador,2,0,away,FIFA World Cup qualification,El Salvador
2021-10-13,Jamaica,Honduras,2,0,away,FIFA World Cup qualification,Honduras
2021-10-13,Costa Rica,United States,1,2,away,FIFA World Cup qualification,United States
2021-10-13,Panama,Canada,1,4,away,FIFA World Cup qualification,Canada
2021-10-14,Paraguay,Bolivia,0,4,away,FIFA World Cup qualification,Bolivia
2021-10-14,Ecuador,Colombia,0,0,away,FIFA World Cup qualification,Colombia
2021-10-14,Peru,Argentina,0,1,away,FIFA World Cup qualification,Argentina
2021-10-14,Uruguay,Brazil,1,4,away,FIFA World Cup qualification,Brazil
2021-10-14,Venezuela,Chile,0,3,away,FIFA World Cup qualification,Chile
2021-10-16,Nepal,India,0,3,away,SAFF Cup,Maldives
2021-10-27,Ecuador,Mexico,3,2,away,Friendly,United States
2021-11-05,Bolivia,El Salvador,1,0,away,Friendly,United States
2021-11-09,Maldives,Sri Lanka,4,4,away,Mahinda Rajapaksa Cup,Sri Lanka
2021-11-10,Cuba,Nicaragua,3,0,away,Friendly,Nicaragua
2021-11-10,Seychelles,Bangladesh,1,1,away,Mahinda Rajapaksa Cup,Sri Lanka
2021-11-10,Jordan,Kosovo,2,0,away,Friendly,Kosovo
2021-11-11,Colombia,Brazil,0,1,away,FIFA World Cup qualification,Brazil
2021-11-11,Bolivia,Peru,0,3,away,FIFA World Cup qualification,Peru
2021-11-11,Chile,Paraguay,1,0,away,FIFA World Cup qualification,Paraguay
2021-11-11,Venezuela,Ecuador,0,1,away,FIFA World Cup qualification,Ecuador
2021-11-11,Iceland,Romania,0,0,away,FIFA World Cup qualification,Romania
2021-11-11,North Macedonia,Armenia,5,0,away,FIFA World Cup qualification,Armenia
2021-11-11,Liechtenstein,Germany,0,9,away,FIFA World Cup qualification,Germany
2021-11-11,Slovenia,Slovakia,2,2,away,FIFA World Cup qualification,Slovakia
2021-11-11,Croatia,Malta,7,1,away,FIFA World Cup qualification,Malta
2021-11-11,Cyprus,Russia,0,6,away,FIFA World Cup qualification,Russia
2021-11-11,Spain,Greece,1,0,away,FIFA World Cup qualification,Greece
2021-11-11,Sweden,Georgia,0,2,away,FIFA World Cup qualification,Georgia
2021-11-11,Portugal,Republic of Ireland,0,0,away,FIFA World Cup qualification,Republic of Ireland
2021-11-11,Saudi Arabia,Australia,0,0,away,FIFA World Cup qualification,Australia
2021-11-11,Japan,Vietnam,1,0,away,FIFA World Cup qualification,Vietnam
2021-11-11,Luxembourg,Azerbaijan,3,1,away,FIFA World Cup qualification,Azerbaijan
2021-11-11,United Arab Emirates,South Korea,0,1,away,FIFA World Cup qualification,South Korea
2021-11-11,Kuwait,Czech Republic,0,7,away,Friendly,Czech Republic
2021-11-11,Singapore,Kyrgyzstan,1,2,away,Friendly,United Arab Emirates
2021-11-11,Qatar,Serbia,0,4,away,Friendly,Serbia
2021-11-11,Bulgaria,Ukraine,1,1,away,Friendly,Ukraine
2021-11-11,Oman,China,1,1,away,FIFA World Cup qualification,United Arab Emirates
2021-11-11,Mali,Rwanda,3,0,away,FIFA World Cup qualification,Rwanda
2021-11-11,Ghana,Ethiopia,1,1,away,FIFA World Cup qualification,South Africa
2021-11-11,Kenya,Uganda,1,1,away,FIFA World Cup qualification,Uganda
2021-11-11,Namibia,Congo,1,1,away,FIFA World Cup qualification,Congo
2021-11-11,Senegal,Togo,1,1,away,FIFA World Cup qualification,Togo
2021-11-11,DR Congo,Tanzania,3,0,away,FIFA World Cup qualification,Tanzania
2021-11-11,Madagascar,Benin,0,2,away,FIFA World Cup qualification,Benin
2021-11-11,Iran,Lebanon,2,1,away,FIFA World Cup qualification,Lebanon
2021-11-11,Syria,Iraq,1,1,away,FIFA World Cup qualification,Qatar
2021-11-11,Zimbabwe,South Africa,0,1,away,FIFA World Cup qualification,South Africa
2021-11-12,Lithuania,Northern Ireland,0,1,away,FIFA World Cup qualification,Northern Ireland
2021-11-12,Argentina,Uruguay,1,0,away,FIFA World Cup qualification,Uruguay
2021-11-12,San Marino,Hungary,0,4,away,FIFA World Cup qualification,Hungary
2021-11-12,Poland,Andorra,4,1,away,FIFA World Cup qualification,Andorra
2021-11-12,Albania,England,0,5,away,FIFA World Cup qualification,England
2021-11-12,Faroe Islands,Denmark,1,3,away,FIFA World Cup qualification,Denmark
2021-11-12,Scotland,Moldova,2,0,away,FIFA World Cup qualification,Moldova
2021-11-12,Mexico,United States,0,2,away,FIFA World Cup qualification,United States
2021-11-12,Israel,Austria,2,4,away,FIFA World Cup qualification,Austria
2021-11-12,Panama,Honduras,3,2,away,FIFA World Cup qualification,Honduras
2021-11-12,Jamaica,El Salvador,1,1,away,FIFA World Cup qualification,El Salvador
2021-11-12,Niger,Burkina Faso,1,1,away,FIFA World Cup qualification,Morocco
2021-11-12,Algeria,Djibouti,4,0,away,FIFA World Cup qualification,Egypt
2021-11-12,Libya,Gabon,0,1,away,FIFA World Cup qualification,Gabon
2021-11-12,Egypt,Angola,2,2,away,FIFA World Cup qualification,Angola
2021-11-12,Switzerland,Italy,1,1,away,FIFA World Cup qualification,Italy
2021-11-12,Guinea-Bissau,Guinea,0,0,away,FIFA World Cup qualification,Guinea
2021-11-12,Sudan,Morocco,0,3,away,FIFA World Cup qualification,Morocco
2021-11-12,Costa Rica,Canada,0,1,away,FIFA World Cup qualification,Canada
2021-11-13,Gibraltar,Turkey,0,6,away,FIFA World Cup qualification,Turkey
2021-11-13,Latvia,Norway,0,0,away,FIFA World Cup qualification,Norway
2021-11-13,Estonia,Belgium,1,3,away,FIFA World Cup qualification,Belgium
2021-11-13,Kazakhstan,France,0,8,away,FIFA World Cup qualification,France
2021-11-13,Finland,Bosnia and Herzegovina,3,1,away,FIFA World Cup qualification,Bosnia and Herzegovina
2021-11-13,Mozambique,Ivory Coast,0,3,away,FIFA World Cup qualification,Benin
2021-11-13,Cameroon,Malawi,4,0,away,FIFA World Cup qualification,South Africa
2021-11-13,Nigeria,Liberia,2,0,away,FIFA World Cup qualification,Morocco
2021-11-13,Netherlands,Montenegro,2,2,away,FIFA World Cup qualification,Montenegro
2021-11-13,Tunisia,Equatorial Guinea,0,1,away,FIFA World Cup qualification,Equatorial Guinea
2021-11-13,Central African Republic,Cape Verde,1,2,away,FIFA World Cup qualification,Cape Verde
2021-11-13,Myanmar,Burundi,1,2,away,Friendly,Turkey
2021-11-13,Cuba,Nicaragua,0,2,away,Friendly,Nicaragua
2021-11-13,Belarus,Wales,1,5,away,FIFA World Cup qualification,Wales
2021-11-13,Maldives,Bangladesh,1,2,away,Mahinda Rajapaksa Cup,Sri Lanka
2021-11-13,Seychelles,Sri Lanka,1,0,away,Mahinda Rajapaksa Cup,Sri Lanka
2021-11-13,Mauritania,Zambia,0,4,away,FIFA World Cup qualification,Zambia
2021-11-13,Comoros,Sierra Leone,2,0,away,Friendly,Turkey
2021-11-14,Germany,Armenia,4,1,away,FIFA World Cup qualification,Armenia
2021-11-14,Iceland,North Macedonia,1,3,away,FIFA World Cup qualification,North Macedonia
2021-11-14,Romania,Liechtenstein,2,0,away,FIFA World Cup qualification,Liechtenstein
2021-11-14,Cyprus,Slovenia,1,2,away,FIFA World Cup qualification,Slovenia
2021-11-14,Slovakia,Malta,6,0,away,FIFA World Cup qualification,Malta
2021-11-14,Russia,Croatia,0,1,away,FIFA World Cup qualification,Croatia
2021-11-14,Kosovo,Greece,1,1,away,FIFA World Cup qualification,Greece
2021-11-14,Sweden,Spain,0,1,away,FIFA World Cup qualification,Spain
2021-11-14,Republic of Ireland,Luxembourg,3,0,away,FIFA World Cup qualification,Luxembourg
2021-11-14,Tanzania,Madagascar,1,1,away,FIFA World Cup qualification,Madagascar
2021-11-14,Benin,DR Congo,0,2,away,FIFA World Cup qualification,DR Congo
2021-11-14,South Africa,Ghana,0,1,away,FIFA World Cup qualification,Ghana
2021-11-14,Ethiopia,Zimbabwe,1,1,away,FIFA World Cup qualification,Zimbabwe
2021-11-14,Uganda,Mali,0,1,away,FIFA World Cup qualification,Morocco
2021-11-14,Cuba,Nicaragua,0,2,away,Friendly,Nicaragua
2021-11-14,Qatar,Azerbaijan,2,2,away,Friendly,Azerbaijan
2021-11-14,Serbia,Portugal,2,1,away,FIFA World Cup qualification,Portugal
2021-11-14,Congo,Senegal,0,2,away,FIFA World Cup qualification,Senegal
2021-11-15,Faroe Islands,Israel,2,3,away,FIFA World Cup qualification,Israel
2021-11-15,Andorra,Albania,0,1,away,FIFA World Cup qualification,Albania
2021-11-15,Djibouti,Niger,2,7,away,FIFA World Cup qualification,Niger
2021-11-15,England,San Marino,10,0,away,FIFA World Cup qualification,San Marino
2021-11-15,Moldova,Austria,1,4,away,FIFA World Cup qualification,Austria
2021-11-15,Hungary,Poland,2,1,away,FIFA World Cup qualification,Poland
2021-11-15,Denmark,Scotland,0,2,away,FIFA World Cup qualification,Scotland
2021-11-15,Uzbekistan,Georgia,0,1,away,Friendly,Georgia
2021-11-15,Italy,Northern Ireland,0,0,away,FIFA World Cup qualification,Northern Ireland
2021-11-15,Sudan,Guinea-Bissau,0,0,away,FIFA World Cup qualification,Morocco
2021-11-15,Togo,Namibia,1,0,away,FIFA World Cup qualification,South Africa
2021-11-15,Rwanda,Kenya,1,2,away,FIFA World Cup qualification,Kenya
2021-11-15,Kuwait,Lithuania,1,1,away,Friendly,Lithuania
2021-11-15,Bulgaria,Switzerland,0,4,away,FIFA World Cup qualification,Switzerland
2021-11-16,Saudi Arabia,Vietnam,1,0,away,FIFA World Cup qualification,Vietnam
2021-11-16,Japan,Oman,1,0,away,FIFA World Cup qualification,Oman
2021-11-16,United States,Jamaica,1,1,away,FIFA World Cup qualification,Jamaica
2021-11-16,Mexico,Canada,1,2,away,FIFA World Cup qualification,Canada
2021-11-16,Honduras,Costa Rica,1,2,away,FIFA World Cup qualification,Costa Rica
2021-11-16,El Salvador,Panama,1,2,away,FIFA World Cup qualification,Panama
2021-11-16,Ukraine,Bosnia and Herzegovina,2,0,away,FIFA World Cup qualification,Bosnia and Herzegovina
2021-11-16,France,Finland,2,0,away,FIFA World Cup qualification,Finland
2021-11-16,Latvia,Gibraltar,3,1,away,FIFA World Cup qualification,Gibraltar
2021-11-16,Estonia,Czech Republic,0,2,away,FIFA World Cup qualification,Czech Republic
2021-11-16,Australia,China,1,1,away,FIFA World Cup qualification,United Arab Emirates
2021-11-16,Turkey,Montenegro,2,1,away,FIFA World Cup qualification,Montenegro
2021-11-16,Norway,Netherlands,0,2,away,FIFA World Cup qualification,Netherlands
